Candidate_Location,Distance_From_Job_Location (km),Cost_of_Living_Area,Current_Role,Seniority_Level,Experience_Years,Current_Salary (INR),Expected_Salary (INR),Education_Qualification,Relevant_Skills,Certifications,Notice_Period (Days),Planned_Leaves,Shift_Preference,Service_Bond_Acceptance,Work_Mode_Preference,Current_Company_Name,Current_Company_Industry,Current_Company_Brand_Perception,Job_Hopping_History (Years),Technology_Fit,Offered_Salary (INR),Salary_Difference (INR),Salary_Competitiveness,Offered_Position_Level,Offered_Job_Role,Job_Location,Relocation_Required,Benefits_Package,Career_Growth_Opportunities,Job_Security,Offer_Company_Brand_Value,Offer_Validity_Date,Offer_Letter_Clarity,Expected_Joining_Score
Madanapalle,47,Low,Software Engineer,Mid-Level,7,1542242,631746,Diploma,"Python, SQL, ML",None,20,5,Day,No,Hybrid,HCL,Consulting,Positive,8,Moderate,2909420,24396,Above Average,Senior-Level,Developer,Darbhanga,No,Stock Options,Limited,Weak,Low,2025-01-02 17:53:29.688940,Ambiguous,1000.0
Kolkata,28,High,Project Manager,Lead,7,1038880,2416867,Bachelor's Degree,"C++, Algorithms",AWS Certified,48,12,Night,No,Remote,Infosys,Retail,Neutral,4,Moderate,1701779,230332,Above Average,Mid-Level,Data Analyst,Madanapalle,No,Health Insurance,Moderate,Weak,High,2024-12-17 17:53:29.688940,Clear,347.72596666666664
Mumbai,5,Low,Project Manager,Mid-Level,14,1083227,476174,Master's Degree,"C++, Algorithms",PMP,55,12,Day,No,Hybrid,HCL,Consulting,Negative,5,Moderate,2123639,389257,Average,Mid-Level,Team Lead,Pune,No,Flexible Hours,Limited,Stable,Moderate,2024-12-20 17:53:29.688940,Clear,1000.0
Kolkata,15,Medium,Software Engineer,Mid-Level,10,1309268,2321360,Bachelor's Degree,"Python, SQL, ML",AWS Certified,56,5,Night,Yes,Offline,TCS,IT Services,Neutral,6,Moderate,2485267,330898,Average,Senior-Level,Developer,Hyderabad,Yes,Flexible Hours,Moderate,Stable,Low,2024-12-25 17:53:29.688940,Clear,476.84223333333335
Delhi,25,Low,Data Scientist,Mid-Level,8,1011865,1046443,Diploma,"C++, Algorithms",Scrum Master,84,4,Night,Yes,Offline,Accenture,Consulting,Negative,1,High,565682,281278,Average,Entry-Level,Developer,Mumbai,No,Flexible Hours,Limited,Strong,Moderate,2024-12-28 17:53:29.688940,Ambiguous,787.8560666666667
Madanapalle,8,Low,Data Scientist,Lead,12,1521905,2255606,PhD,"C++, Algorithms",None,60,2,Day,Yes,Remote,TCS,Healthcare,Neutral,0,Low,890515,140480,Above Average,Lead,Team Lead,Hyderabad,No,Health Insurance,Excellent,Stable,Low,2025-01-23 17:53:29.688940,Ambiguous,1000.0
Delhi,11,Low,Project Manager,Senior-Level,12,510582,966829,Master's Degree,"C++, Algorithms",None,37,7,Day,Yes,Offline,HCL,Healthcare,Negative,5,High,1528312,74002,Below Average,Mid-Level,Team Lead,Bangalore,Yes,Stock Options,Moderate,Stable,Moderate,2025-01-18 17:53:29.688940,Clear,767.9437333333333
Delhi,30,High,Software Engineer,Lead,8,939327,956511,PhD,"Python, SQL, ML",Google Cloud Certified,72,2,Flexible,No,Offline,Infosys,Banking,Positive,8,Moderate,2709967,159506,Average,Entry-Level,Developer,Pune,Yes,Health Insurance,Moderate,Stable,High,2024-12-30 17:53:29.688940,Ambiguous,674.3322333333333
Darbhanga,16,Low,Data Scientist,Mid-Level,9,934006,2003888,PhD,"Java, Spring Boot",None,1,4,Flexible,Yes,Remote,Cognizant,Banking,Neutral,6,Moderate,2174623,43244,Average,Senior-Level,Developer,Bangalore,No,Flexible Hours,Limited,Weak,Low,2025-01-23 17:53:29.688940,Clear,1000.0
Madanapalle,35,Low,Consultant,Entry-Level,2,1293663,1571114,PhD,"JavaScript, React",AWS Certified,2,7,Flexible,No,Remote,HCL,Consulting,Neutral,8,High,1573191,115554,Above Average,Lead,Data Analyst,Pune,Yes,Flexible Hours,Limited,Stable,Moderate,2024-12-30 17:53:29.688940,Clear,887.4397
Delhi,21,Low,Analyst,Lead,14,1757187,928229,PhD,"Python, SQL, ML",PMP,42,13,Night,Yes,Remote,Infosys,Consulting,Positive,2,Moderate,2566735,452115,Below Average,Lead,Developer,Darbhanga,Yes,Stock Options,Excellent,Strong,Low,2025-01-12 17:53:29.688940,Ambiguous,661.5578333333333
Darbhanga,37,Medium,Analyst,Entry-Level,8,1420581,1784643,PhD,"JavaScript, React",Scrum Master,73,11,Day,No,Hybrid,HCL,Consulting,Negative,4,High,669222,38730,Average,Senior-Level,Data Analyst,Chennai,Yes,Stock Options,Moderate,Stable,Low,2024-12-12 17:53:29.688940,Ambiguous,376.30740000000003
Darbhanga,15,Low,Analyst,Lead,8,1373616,896238,Diploma,"C++, Algorithms",PMP,34,2,Flexible,Yes,Remote,Accenture,Healthcare,Negative,5,High,1167909,49970,Below Average,Senior-Level,Team Lead,Pune,No,Health Insurance,Limited,Weak,High,2025-01-15 17:53:29.688940,Clear,588.9303
Madanapalle,32,High,Project Manager,Lead,13,409009,1007460,Bachelor's Degree,"C++, Algorithms",AWS Certified,72,13,Night,No,Hybrid,Accenture,Healthcare,Negative,5,Low,971071,288836,Average,Entry-Level,Team Lead,Darbhanga,No,Health Insurance,Limited,Stable,High,2025-01-21 17:53:29.688940,Clear,1000.0
Bangalore,36,Low,Analyst,Mid-Level,5,1941566,1293451,Bachelor's Degree,"Java, Spring Boot",Scrum Master,39,4,Flexible,No,Remote,Cognizant,Retail,Positive,4,Low,1805955,19615,Above Average,Entry-Level,Data Analyst,Kolkata,No,Stock Options,Moderate,Stable,Moderate,2024-12-22 17:53:29.688940,Clear,1000.0
Pune,5,Low,Analyst,Senior-Level,5,1370213,2278232,PhD,"C++, Algorithms",Google Cloud Certified,84,10,Flexible,No,Hybrid,Accenture,Retail,Neutral,1,Low,1623906,394375,Below Average,Senior-Level,Manager,Darbhanga,No,Flexible Hours,Excellent,Stable,Low,2024-12-31 17:53:29.688940,Ambiguous,924.1302000000001
Mumbai,32,Medium,Consultant,Senior-Level,4,367745,2414798,Diploma,"JavaScript, React",None,57,5,Day,Yes,Remote,TCS,Retail,Neutral,9,Low,1964795,431042,Above Average,Entry-Level,Manager,Bangalore,No,Flexible Hours,Moderate,Stable,High,2024-12-19 17:53:29.688940,Clear,1000.0
Pune,46,Low,Data Scientist,Mid-Level,14,1226251,2466806,PhD,"Python, SQL, ML",None,33,0,Day,Yes,Hybrid,Cognizant,Banking,Neutral,2,High,1977788,159657,Average,Entry-Level,Team Lead,Hyderabad,No,Stock Options,Moderate,Strong,High,2024-12-26 17:53:29.688940,Clear,908.9262666666666
Kolkata,11,High,Consultant,Lead,5,1316107,2267861,PhD,"Python, SQL, ML",Google Cloud Certified,24,1,Night,Yes,Offline,HCL,Healthcare,Positive,5,Moderate,1296489,129461,Above Average,Senior-Level,Developer,Delhi,Yes,Stock Options,Excellent,Strong,Moderate,2025-01-09 17:53:29.688940,Ambiguous,404.2163
Mumbai,6,Low,Project Manager,Senior-Level,2,451322,1278896,Master's Degree,"Java, Spring Boot",AWS Certified,55,6,Day,No,Remote,TCS,Consulting,Negative,8,High,2411981,379008,Average,Entry-Level,Team Lead,Pune,No,Flexible Hours,Moderate,Strong,Moderate,2025-01-01 17:53:29.688940,Ambiguous,503.39936666666665
Kolkata,46,High,Analyst,Senior-Level,2,1176899,1542181,Diploma,"JavaScript, React",Google Cloud Certified,31,8,Flexible,No,Remote,Infosys,Consulting,Negative,9,Moderate,1176385,250707,Average,Mid-Level,Manager,Hyderabad,Yes,Flexible Hours,Moderate,Stable,Low,2025-01-26 17:53:29.688940,Clear,833.2128333333334
Delhi,28,Medium,Data Scientist,Senior-Level,5,411855,850032,PhD,"C++, Algorithms",AWS Certified,21,12,Night,No,Hybrid,HCL,Retail,Negative,7,Low,1915052,464000,Average,Senior-Level,Developer,Hyderabad,No,Flexible Hours,Limited,Stable,High,2025-01-14 17:53:29.688940,Ambiguous,629.8350666666666
Munger,8,Low,Analyst,Mid-Level,11,1578515,2305610,Bachelor's Degree,"AWS, Docker, Kubernetes",Scrum Master,88,13,Night,No,Offline,Accenture,Banking,Neutral,7,Moderate,2953137,410801,Average,Lead,Team Lead,Hyderabad,Yes,Stock Options,Excellent,Stable,Low,2024-12-20 17:53:29.688940,Clear,1000.0
Madanapalle,48,Medium,Analyst,Entry-Level,13,878328,1625027,Master's Degree,"Java, Spring Boot",PMP,64,9,Night,Yes,Offline,HCL,Banking,Positive,7,Moderate,2734850,198658,Above Average,Senior-Level,Team Lead,Madanapalle,Yes,Health Insurance,Excellent,Strong,Moderate,2024-12-31 17:53:29.688940,Clear,915.1616666666666
Mumbai,23,Low,Project Manager,Entry-Level,3,1456094,1136754,PhD,"Java, Spring Boot",PMP,20,3,Night,No,Hybrid,Accenture,Retail,Negative,5,High,1279638,389156,Average,Senior-Level,Manager,Pune,No,Flexible Hours,Excellent,Stable,Low,2025-01-15 17:53:29.688940,Ambiguous,810.6546
Mumbai,30,High,Analyst,Entry-Level,1,1773097,2163524,PhD,"AWS, Docker, Kubernetes",Google Cloud Certified,79,4,Day,Yes,Remote,TCS,Consulting,Negative,2,Low,717834,133560,Average,Entry-Level,Developer,Hyderabad,Yes,Stock Options,Limited,Stable,High,2024-12-10 17:53:29.688940,Clear,424.9278
Delhi,15,Medium,Software Engineer,Entry-Level,9,1020678,2336655,PhD,"Python, SQL, ML",None,20,11,Flexible,No,Offline,TCS,Banking,Neutral,4,High,2633125,13514,Average,Senior-Level,Developer,Madanapalle,No,Stock Options,Excellent,Strong,Low,2024-12-19 17:53:29.688940,Ambiguous,1000.0
Bangalore,44,Low,Data Scientist,Entry-Level,2,1955974,2441873,Diploma,"Python, SQL, ML",Google Cloud Certified,27,3,Day,Yes,Remote,TCS,IT Services,Negative,7,Moderate,2426935,266088,Above Average,Entry-Level,Manager,Munger,Yes,Flexible Hours,Moderate,Stable,High,2025-01-13 17:53:29.688940,Ambiguous,360.8978333333333
Darbhanga,47,High,Data Scientist,Senior-Level,14,1182827,2042065,PhD,"Python, SQL, ML",None,18,10,Day,No,Hybrid,Cognizant,Retail,Neutral,2,Moderate,2807360,187410,Above Average,Entry-Level,Manager,Delhi,No,Stock Options,Moderate,Strong,Low,2024-12-09 17:53:29.688940,Clear,1000.0
Delhi,15,Medium,Software Engineer,Senior-Level,12,1532010,1418482,Bachelor's Degree,"AWS, Docker, Kubernetes",Google Cloud Certified,13,2,Night,No,Remote,Accenture,Consulting,Negative,0,Moderate,2146599,380924,Average,Mid-Level,Data Analyst,Delhi,No,Stock Options,Moderate,Stable,Low,2024-12-27 17:53:29.688940,Clear,755.5533
Hyderabad,49,Low,Project Manager,Lead,14,703312,941022,Master's Degree,"C++, Algorithms",Google Cloud Certified,86,9,Day,Yes,Offline,HCL,IT Services,Neutral,0,High,2274686,127047,Average,Entry-Level,Data Analyst,Munger,Yes,Health Insurance,Excellent,Strong,Low,2025-01-16 17:53:29.688940,Clear,1000.0
Darbhanga,7,Medium,Analyst,Senior-Level,10,552138,1132958,Diploma,"C++, Algorithms",PMP,23,1,Day,Yes,Hybrid,HCL,Healthcare,Neutral,6,High,2727586,67533,Average,Lead,Developer,Darbhanga,No,Health Insurance,Excellent,Strong,Moderate,2025-01-10 17:53:29.688940,Clear,1000.0
Madanapalle,16,Low,Analyst,Mid-Level,2,375764,865796,Master's Degree,"JavaScript, React",None,19,13,Flexible,No,Offline,HCL,Consulting,Negative,5,High,1534988,189601,Average,Lead,Manager,Hyderabad,No,Health Insurance,Excellent,Stable,Low,2024-12-29 17:53:29.688940,Clear,1000.0
Darbhanga,7,High,Data Scientist,Lead,14,964578,2368143,Bachelor's Degree,"JavaScript, React",PMP,31,2,Night,No,Remote,Cognizant,IT Services,Neutral,4,Low,880981,379368,Above Average,Mid-Level,Manager,Chennai,Yes,Stock Options,Limited,Stable,Moderate,2024-12-22 17:53:29.688940,Ambiguous,377.36603333333335
Bangalore,46,High,Project Manager,Senior-Level,4,1701087,1309736,PhD,"Python, SQL, ML",None,73,14,Day,No,Remote,Cognizant,Healthcare,Negative,7,Moderate,538832,383983,Below Average,Mid-Level,Developer,Kolkata,No,Flexible Hours,Limited,Stable,Low,2025-01-09 17:53:29.688940,Ambiguous,859.9610666666666
Darbhanga,31,Medium,Project Manager,Lead,2,1695058,1868879,Diploma,"AWS, Docker, Kubernetes",Scrum Master,51,1,Night,Yes,Hybrid,Accenture,Banking,Negative,7,High,2381301,408931,Below Average,Mid-Level,Data Analyst,Mumbai,Yes,Flexible Hours,Moderate,Weak,Moderate,2024-12-09 17:53:29.688940,Ambiguous,803.3767
Madanapalle,6,Medium,Project Manager,Lead,7,1789173,838995,PhD,"Java, Spring Boot",Scrum Master,64,13,Flexible,Yes,Offline,Cognizant,Consulting,Positive,0,High,2937179,370462,Above Average,Mid-Level,Developer,Pune,Yes,Health Insurance,Moderate,Strong,High,2025-01-11 17:53:29.688940,Clear,789.9059666666667
Bangalore,20,Low,Analyst,Entry-Level,12,515555,833397,Diploma,"C++, Algorithms",Scrum Master,51,7,Day,Yes,Offline,TCS,Consulting,Negative,6,High,697473,357329,Below Average,Mid-Level,Team Lead,Kolkata,Yes,Flexible Hours,Excellent,Strong,Low,2025-01-10 17:53:29.688940,Clear,1000.0
Pune,6,High,Project Manager,Lead,10,1498983,1597853,PhD,"AWS, Docker, Kubernetes",AWS Certified,57,0,Flexible,Yes,Offline,HCL,Banking,Negative,1,High,1293996,182797,Above Average,Lead,Manager,Mumbai,No,Stock Options,Excellent,Strong,High,2025-01-03 17:53:29.688940,Clear,974.1332
Mumbai,34,Low,Software Engineer,Senior-Level,1,1116339,1699225,Bachelor's Degree,"JavaScript, React",PMP,78,4,Flexible,Yes,Hybrid,TCS,Consulting,Positive,3,High,2978095,120324,Below Average,Entry-Level,Manager,Hyderabad,No,Health Insurance,Excellent,Strong,High,2025-01-07 17:53:29.688940,Clear,1000.0
Mumbai,24,High,Consultant,Entry-Level,11,1077431,1985328,Bachelor's Degree,"C++, Algorithms",PMP,9,0,Night,No,Remote,Cognizant,Retail,Positive,0,High,1433277,301869,Above Average,Entry-Level,Team Lead,Chennai,Yes,Health Insurance,Limited,Weak,High,2024-12-20 17:53:29.688940,Clear,542.7759
Kolkata,42,Medium,Project Manager,Senior-Level,2,1387963,771230,PhD,"C++, Algorithms",Scrum Master,69,4,Night,No,Remote,HCL,IT Services,Neutral,1,High,2989605,334043,Below Average,Mid-Level,Manager,Delhi,Yes,Stock Options,Moderate,Strong,Low,2025-01-06 17:53:29.688940,Ambiguous,1000.0
Pune,32,Low,Consultant,Entry-Level,11,780783,951420,Bachelor's Degree,"AWS, Docker, Kubernetes",Google Cloud Certified,14,13,Night,Yes,Remote,Infosys,Healthcare,Positive,9,Low,641198,283574,Below Average,Entry-Level,Manager,Hyderabad,Yes,Stock Options,Moderate,Weak,Low,2025-01-02 17:53:29.688940,Ambiguous,408.37326666666667
Pune,29,Low,Analyst,Senior-Level,5,1423231,450737,PhD,"JavaScript, React",PMP,46,2,Day,No,Offline,TCS,Healthcare,Positive,8,High,2839683,469583,Above Average,Entry-Level,Manager,Pune,Yes,Health Insurance,Limited,Strong,Moderate,2024-12-31 17:53:29.688940,Ambiguous,640.6561
Darbhanga,36,High,Project Manager,Entry-Level,2,1930271,1687822,Diploma,"AWS, Docker, Kubernetes",None,9,14,Night,Yes,Hybrid,Infosys,IT Services,Neutral,0,Low,681275,467962,Average,Mid-Level,Data Analyst,Bangalore,No,Health Insurance,Excellent,Weak,High,2024-12-08 17:53:29.688940,Ambiguous,653.7091666666666
Mumbai,14,High,Data Scientist,Entry-Level,9,758478,896179,Bachelor's Degree,"Java, Spring Boot",PMP,20,8,Day,Yes,Offline,Accenture,Retail,Positive,6,Low,1024366,257029,Below Average,Senior-Level,Team Lead,Hyderabad,Yes,Flexible Hours,Excellent,Strong,High,2025-01-14 17:53:29.688940,Ambiguous,1000.0
Madanapalle,46,High,Analyst,Mid-Level,4,1746347,1648933,Diploma,"C++, Algorithms",PMP,18,14,Flexible,Yes,Hybrid,TCS,Consulting,Negative,3,Moderate,2178763,357832,Below Average,Lead,Manager,Hyderabad,No,Health Insurance,Excellent,Weak,Moderate,2025-01-14 17:53:29.688940,Ambiguous,939.6254333333334
Chennai,44,Medium,Software Engineer,Senior-Level,9,1656815,857765,PhD,"AWS, Docker, Kubernetes",None,67,11,Night,Yes,Offline,HCL,Banking,Positive,6,Moderate,1265067,292606,Below Average,Entry-Level,Manager,Munger,No,Stock Options,Moderate,Strong,Moderate,2025-01-15 17:53:29.688940,Clear,1000.0
Chennai,37,Low,Software Engineer,Lead,11,825330,1673442,Diploma,"AWS, Docker, Kubernetes",Scrum Master,21,0,Flexible,Yes,Hybrid,HCL,Banking,Neutral,6,Low,2042216,20558,Average,Entry-Level,Manager,Darbhanga,No,Health Insurance,Moderate,Weak,Low,2024-12-29 17:53:29.688940,Ambiguous,935.0738666666666
Bangalore,17,High,Consultant,Entry-Level,12,403748,654062,Master's Degree,"Java, Spring Boot",Scrum Master,62,9,Night,No,Offline,Infosys,Consulting,Negative,9,Low,2421204,499478,Below Average,Lead,Team Lead,Pune,No,Health Insurance,Excellent,Weak,High,2024-12-17 17:53:29.688940,Clear,522.7067999999999
Mumbai,45,Medium,Consultant,Senior-Level,1,550763,2204774,PhD,"AWS, Docker, Kubernetes",None,37,0,Flexible,No,Offline,HCL,Healthcare,Neutral,2,High,2430647,457815,Above Average,Lead,Manager,Kolkata,Yes,Flexible Hours,Limited,Stable,Low,2025-01-22 17:53:29.688940,Ambiguous,1000.0
Mumbai,46,High,Data Scientist,Entry-Level,1,1165028,1979441,Bachelor's Degree,"C++, Algorithms",PMP,14,7,Day,No,Hybrid,TCS,IT Services,Positive,1,Low,2445225,444390,Below Average,Senior-Level,Manager,Delhi,Yes,Flexible Hours,Excellent,Strong,Moderate,2025-01-03 17:53:29.688940,Ambiguous,772.5074999999999
Chennai,41,Low,Data Scientist,Mid-Level,1,965593,2112199,Bachelor's Degree,"Python, SQL, ML",PMP,69,2,Flexible,No,Remote,Cognizant,IT Services,Negative,2,High,2782020,193830,Below Average,Entry-Level,Manager,Delhi,Yes,Flexible Hours,Limited,Stable,High,2025-01-18 17:53:29.688940,Ambiguous,651.734
Mumbai,20,High,Software Engineer,Mid-Level,14,565232,2243080,Master's Degree,"Python, SQL, ML",Scrum Master,74,10,Day,Yes,Remote,Cognizant,Healthcare,Positive,4,High,1615711,132871,Below Average,Entry-Level,Data Analyst,Madanapalle,Yes,Health Insurance,Moderate,Weak,Moderate,2024-12-09 17:53:29.688940,Clear,608.8570333333333
Darbhanga,49,Low,Project Manager,Mid-Level,4,563790,1695151,PhD,"JavaScript, React",AWS Certified,43,6,Night,No,Hybrid,HCL,IT Services,Neutral,7,Moderate,803290,430683,Below Average,Senior-Level,Team Lead,Kolkata,No,Stock Options,Moderate,Stable,Low,2024-12-26 17:53:29.688940,Ambiguous,1000.0
Hyderabad,26,Medium,Software Engineer,Mid-Level,9,1492775,1702931,PhD,"Java, Spring Boot",Scrum Master,29,9,Night,No,Hybrid,Accenture,Healthcare,Neutral,8,Low,2165735,163861,Below Average,Lead,Data Analyst,Chennai,Yes,Stock Options,Moderate,Stable,Moderate,2025-01-26 17:53:29.688940,Clear,1000.0
Munger,24,Medium,Software Engineer,Lead,8,1101885,1362810,PhD,"JavaScript, React",None,23,4,Night,Yes,Remote,TCS,Retail,Positive,3,High,779883,152009,Average,Mid-Level,Team Lead,Munger,No,Flexible Hours,Moderate,Weak,Moderate,2024-12-18 17:53:29.688940,Clear,1000.0
Pune,47,High,Data Scientist,Lead,7,1138665,1951204,PhD,"Python, SQL, ML",AWS Certified,85,1,Day,No,Offline,Accenture,Consulting,Neutral,5,Low,2859177,388381,Below Average,Mid-Level,Developer,Mumbai,Yes,Flexible Hours,Excellent,Stable,Low,2025-01-23 17:53:29.688940,Ambiguous,772.3059
Kolkata,31,Low,Consultant,Entry-Level,1,1776307,898882,Diploma,"Java, Spring Boot",AWS Certified,45,13,Night,No,Remote,Infosys,Healthcare,Positive,3,High,2681202,398379,Average,Entry-Level,Team Lead,Hyderabad,No,Stock Options,Moderate,Stable,Low,2024-12-21 17:53:29.688940,Ambiguous,1000.0
Bangalore,45,Low,Data Scientist,Senior-Level,3,1275596,770682,PhD,"AWS, Docker, Kubernetes",None,3,12,Day,No,Hybrid,HCL,Retail,Neutral,8,Moderate,2956971,258068,Below Average,Lead,Data Analyst,Kolkata,Yes,Flexible Hours,Limited,Stable,Moderate,2025-01-23 17:53:29.688940,Ambiguous,151.5657
Hyderabad,20,Low,Data Scientist,Mid-Level,9,1606365,1061051,Diploma,"AWS, Docker, Kubernetes",Google Cloud Certified,5,10,Day,No,Offline,Infosys,Healthcare,Neutral,4,High,1305155,325331,Average,Entry-Level,Team Lead,Munger,Yes,Health Insurance,Excellent,Stable,Low,2025-01-09 17:53:29.688940,Clear,679.5051666666667
Chennai,38,High,Data Scientist,Mid-Level,9,1299951,533025,Diploma,"C++, Algorithms",Scrum Master,37,6,Flexible,Yes,Hybrid,Accenture,Retail,Neutral,1,Moderate,2234595,205192,Below Average,Lead,Manager,Hyderabad,Yes,Flexible Hours,Excellent,Weak,Low,2025-01-20 17:53:29.688940,Clear,254.4865
Pune,36,Low,Software Engineer,Lead,5,758216,994787,Bachelor's Degree,"Python, SQL, ML",PMP,25,6,Night,Yes,Remote,TCS,Retail,Neutral,0,Moderate,2090040,493837,Below Average,Lead,Data Analyst,Delhi,Yes,Stock Options,Excellent,Weak,High,2025-01-17 17:53:29.688940,Clear,433.668
Mumbai,30,Low,Project Manager,Lead,12,1693807,1421794,PhD,"AWS, Docker, Kubernetes",Scrum Master,18,2,Flexible,No,Offline,Accenture,Retail,Negative,4,Moderate,1034915,93608,Above Average,Mid-Level,Data Analyst,Hyderabad,Yes,Flexible Hours,Excellent,Stable,High,2024-12-25 17:53:29.688940,Ambiguous,907.4971666666667
Kolkata,29,Low,Software Engineer,Mid-Level,13,484834,493405,Diploma,"Java, Spring Boot",None,1,5,Day,Yes,Remote,Cognizant,Consulting,Negative,7,Moderate,727080,79018,Below Average,Mid-Level,Data Analyst,Delhi,No,Flexible Hours,Limited,Strong,High,2025-01-05 17:53:29.688940,Ambiguous,447.236
Mumbai,6,Low,Analyst,Senior-Level,6,512886,2311989,PhD,"AWS, Docker, Kubernetes",PMP,67,4,Flexible,No,Remote,Accenture,Healthcare,Positive,5,Moderate,1270071,133323,Above Average,Entry-Level,Team Lead,Munger,Yes,Flexible Hours,Moderate,Strong,High,2025-01-25 17:53:29.688940,Ambiguous,308.3357
Madanapalle,16,High,Data Scientist,Entry-Level,11,557493,1355263,Master's Degree,"JavaScript, React",Google Cloud Certified,68,0,Night,No,Remote,Accenture,Healthcare,Positive,6,Low,2354163,408467,Average,Senior-Level,Developer,Kolkata,No,Health Insurance,Limited,Stable,Moderate,2025-01-06 17:53:29.688940,Ambiguous,1000.0
Madanapalle,44,High,Data Scientist,Entry-Level,13,386392,434699,Diploma,"JavaScript, React",None,46,0,Day,No,Offline,Accenture,Healthcare,Positive,8,Low,935042,418092,Below Average,Senior-Level,Manager,Hyderabad,Yes,Stock Options,Excellent,Weak,Low,2024-12-10 17:53:29.688940,Ambiguous,324.1680666666667
Kolkata,13,Low,Analyst,Entry-Level,6,946637,2334184,Bachelor's Degree,"JavaScript, React",Scrum Master,28,1,Flexible,Yes,Remote,Accenture,Retail,Positive,3,High,2270193,196088,Above Average,Mid-Level,Team Lead,Mumbai,No,Flexible Hours,Limited,Stable,High,2025-01-08 17:53:29.688940,Ambiguous,902.6731
Kolkata,16,Low,Data Scientist,Entry-Level,10,366019,1259922,PhD,"JavaScript, React",AWS Certified,63,6,Night,Yes,Offline,TCS,IT Services,Neutral,4,Moderate,2847927,332158,Average,Mid-Level,Developer,Munger,No,Health Insurance,Limited,Weak,High,2024-12-22 17:53:29.688940,Ambiguous,716.9309
Chennai,30,Medium,Data Scientist,Senior-Level,4,1873315,1335449,Bachelor's Degree,"JavaScript, React",None,79,2,Night,No,Remote,HCL,IT Services,Neutral,8,Moderate,1765286,400769,Average,Entry-Level,Manager,Pune,Yes,Stock Options,Excellent,Strong,High,2025-01-25 17:53:29.688940,Clear,396.8428666666667
